Agent Type,Budget,Net Worth,Portfolio Value,Realized Profit/Loss,Unrealized Profit/Loss,Daily MW Return Rate(%),Monthly MW Return Rate (%),Quarter MW Return Rate (%),Yearly MW Return Rate (%),Cumulative Return (%),Win Rate (%),Total Trades,Profitability Score,Trade Volatility,Performance Score
DayTraderAgent,66853.37200437274,106341.93186460223,39488.55986022949,5120.962291200155,1220.969573402071,7.23427787577179,4.081693255039375,-10.188191245355094,-17.762993124642797,6.341931864602226,54.26398252399514,404.2857142857143,5.234670881242404,0.39372392479841695,4.441170215042186
HerdingTraderAgent,91057.97693443298,100173.65698432922,9115.68004989624,72.84834645323748,100.80863787598665,0.16330198478698726,-0.1110279054660605,-3.675361495912413,-1.7391210185299424,0.17365698432922363,25.060190175345344,158.75,2.6859483845925087,0.2363006490621551,1.3478111577825904
MomentumTraderAgent,69652.90840657552,102905.58009084065,33252.67168426514,2524.845123624388,380.7349672162747,2.8364095650595798,2.0245613726560117,1.3005161727266266,1.7747954275580051,2.9055800908406577,23.308589940156235,271.0,5.196755015486239,0.3230752059477071,3.4054364938057753
RandomBuyerAgent,16695.683906555172,105488.71209869385,88793.02819213868,4061.518145236838,1427.1939534569933,-10.010589405006396,2.0912248358259413,-4.501800029155563,-16.734265513606026,5.488712098693847,31.658264921668223,386.6,3.2098476841516237,0.5205958478931055,3.147418302105345
ReinforcementAgent,32525.51498413086,102399.28532409668,69873.77033996582,-200.06954337958683,2599.3548674762237,2.19136216025494,2.2854622089887413,0.7501549578013946,-5.036800254694608,2.39928532409668,8.665105386416862,427.0,-4.83460249031617,0.2032382521456172,-1.7381632983582047
RiskAverseTraderAgent,25698.786670684814,108643.04248428345,82944.25581359863,5977.4843474259815,2665.5581368574667,7.674036764417376,-0.8646005732993157,-0.28794278980203875,20.694335400880195,8.643042484283447,36.07018561082079,77.71428571428571,3.651139907368336,0.1884662468564937,4.380789449597903
RiskTraderAgent,26409.09157562256,113900.12754821777,87491.03597259521,7982.954239812522,5917.173308405253,14.305856782453873,14.991519160890808,15.998656216746781,8.711752099189106,13.900127548217776,29.88438990725703,156.33333333333334,5.251793609643655,0.27262168809917503,6.741410731667325
